# Norgesbuss-NL-17Fz

# instance data:    max_x_coord    max_y_coord    service_start    service_end    earliest_departure    latest_arrival
data    10    59    0    129600    15540    93480

vehicle_types    1
# ID    name    cost_per_vehicle    cost_per_hour    cost_per_km    battery
0    NL    238.49    125    2    260000

locations    1
# ID    x_coord    y_coord
0    10    59

grid_access    1
# ID    power_limits: [end_time,max_power_per_minute]
0    [-1,-]

depots    1
# ID    location_ID    type_bitset
0    0    1,

groups    1
# ID    type_bitset    depot_bitset
0    1,    1,

constraints    3
# ID    type    minimum    maximum    group_ID
0    1    0    23    0
1    2    0    3585329    0
2    4    0    873360000    0

parking_lots    1
# ID    location_ID    depot_ID    capacity    parking_cost_per_second
0    0    0    5    0

stations    1
# ID    location_ID    depot_ID    grid_access_ID    capacity
0    0    0    0    7

trips    752
# ID    from_location_ID    to_location_ID    group_ID    start_time    end_time    length    energy_per_vehicle_type    tasks_and_links
126    0    0    0    29760    31020    8812    10046    3849
127    0    0    0    29820    30960    6461    7633    3850
128    0    0    0    30300    30480    781    976    3851
129    0    0    0    30300    30480    893    1084    3852
130    0    0    0    30300    30900    2708    3354    3920
131    0    0    0    30300    31140    5384    6226    3991
132    0    0    0    30540    31080    2804    3370    4026
133    0    0    0    30300    31440    6592    7762    4063
134    0    0    0    30540    31200    4559    5207    4064
135    0    0    0    30360    31500    5523    6734    4089
136    0    0    0    30420    31740    8940    10241    4093
137    0    0    0    31020    31140    923    1037    4094
138    0    0    0    31020    31200    1011    1197    4121
139    0    0    0    30660    31920    8812    10046    4154
140    0    0    0    30720    31860    6461    7633    4155
141    0    0    0    31200    31380    781    976    4156
142    0    0    0    31200    31380    893    1084    4157
143    0    0    0    31200    31800    2708    3354    4225
144    0    0    0    31200    32340    6592    7762    4296
145    0    0    0    31260    32400    5523    6734    4320
146    0    0    0    31320    32640    8940    10241    4324
147    0    0    0    31920    32040    923    1037    4325
148    0    0    0    31920    32100    1011    1197    4352
149    0    0    0    31560    32820    8812    10046    4357
150    0    0    0    31620    32760    6461    7633    4358
151    0    0    0    32100    32280    781    976    4359
152    0    0    0    32100    32280    893    1084    4360
153    0    0    0    32100    32940    5384    6226    4460
154    0    0    0    32100    33240    6592    7762    4495
155    0    0    0    32220    33540    8940    10241    4520
156    0    0    0    32820    32940    923    1037    4521
157    0    0    0    32820    33000    1011    1197    4548
158    0    0    0    32460    33720    8812    10046    4551
159    0    0    0    32520    33660    6461    7633    4552
160    0    0    0    33000    33180    781    976    4553
161    0    0    0    33000    33180    893    1084    4554
162    0    0    0    33000    34140    6592    7762    4626
163    0    0    0    33060    34200    5523    6734    4650
164    0    0    0    33120    34440    8940    10241    4654
165    0    0    0    33720    33840    923    1037    4655
166    0    0    0    33720    33900    1011    1197    4682
167    0    0    0    33360    34620    8812    10046    4687
168    0    0    0    33420    34560    6461    7633    4688
169    0    0    0    33900    34080    781    976    4689
170    0    0    0    33900    34080    893    1084    4690
171    0    0    0    33900    34740    5384    6226    4790
172    0    0    0    33900    35040    6592    7762    4825
173    0    0    0    34020    35340    8940    10241    4850
174    0    0    0    34620    34740    923    1037    4851
175    0    0    0    34620    34800    1011    1197    4878
176    0    0    0    34260    35520    8812    10046    4881
177    0    0    0    34320    35460    6461    7633    4882
178    0    0    0    34800    34980    781    976    4883
179    0    0    0    34800    34980    893    1084    4884
180    0    0    0    34800    35940    6592    7762    4956
181    0    0    0    34860    36000    5523    6734    4980
182    0    0    0    34920    36240    8940    10241    4984
183    0    0    0    35520    35640    923    1037    4985
184    0    0    0    35520    35700    1011    1197    5012
185    0    0    0    35160    36420    8812    10046    5017
186    0    0    0    35220    36360    6461    7633    5018
187    0    0    0    35700    35880    781    976    5019
188    0    0    0    35700    35880    893    1084    5020
189    0    0    0    35700    36540    5384    6226    5120
190    0    0    0    35700    36840    6592    7762    5155
191    0    0    0    35820    37140    8940    10241    5180
192    0    0    0    36420    36540    923    1037    5181
193    0    0    0    36420    36600    1011    1197    5208
194    0    0    0    36060    37320    8812    10046    5211
195    0    0    0    36120    37260    6461    7633    5212
196    0    0    0    36600    36780    781    976    5213
197    0    0    0    36600    36780    893    1084    5214
198    0    0    0    36600    37740    6592    7762    5286
199    0    0    0    36660    37800    5523    6734    5310
200    0    0    0    36720    38040    8940    10241    5314
201    0    0    0    37320    37440    923    1037    5315
202    0    0    0    37320    37500    1011    1197    5342
203    0    0    0    36960    38220    8812    10046    5347
204    0    0    0    37020    38160    6461    7633    5348
205    0    0    0    37500    37680    781    976    5349
206    0    0    0    37500    37680    893    1084    5350
207    0    0    0    37500    38340    5384    6226    5450
208    0    0    0    37500    38640    6592    7762    5485
209    0    0    0    37620    38940    8940    10241    5510
210    0    0    0    38220    38340    923    1037    5511
211    0    0    0    38220    38400    1011    1197    5538
212    0    0    0    37860    39120    8812    10046    5541
213    0    0    0    37920    39060    6461    7633    5542
214    0    0    0    38400    38580    781    976    5543
215    0    0    0    38400    38580    893    1084    5544
216    0    0    0    38400    39540    6592    7762    5616
217    0    0    0    38460    39600    5523    6734    5640
218    0    0    0    38520    39840    8940    10241    5644
219    0    0    0    39120    39240    923    1037    5645
220    0    0    0    39120    39300    1011    1197    5672
221    0    0    0    38760    40020    8812    10046    5677
222    0    0    0    38820    39960    6461    7633    5678
223    0    0    0    39300    39480    781    976    5679
224    0    0    0    39300    39480    893    1084    5680
225    0    0    0    39300    40140    5384    6226    5780
226    0    0    0    39300    40440    6592    7762    5815
227    0    0    0    39420    40740    8940    10241    5840
228    0    0    0    40020    40140    923    1037    5841
229    0    0    0    40020    40200    1011    1197    5868
230    0    0    0    39660    40920    8812    10046    5871
231    0    0    0    39720    40860    6461    7633    5872
232    0    0    0    40200    40380    781    976    5873
233    0    0    0    40200    40380    893    1084    5874
234    0    0    0    40200    41340    6592    7762    5946
235    0    0    0    40260    41400    5523    6734    5970
236    0    0    0    40320    41640    8940    10241    5974
237    0    0    0    40920    41040    923    1037    5975
238    0    0    0    40920    41100    1011    1197    6002
239    0    0    0    40560    41820    8812    10046    6007
240    0    0    0    40620    41760    6461    7633    6008
241    0    0    0    41100    41280    781    976    6009
242    0    0    0    41100    41280    893    1084    6010
243    0    0    0    41100    41940    5384    6226    6110
244    0    0    0    41100    42240    6592    7762    6145
245    0    0    0    41220    42540    8940    10241    6170
246    0    0    0    41820    41940    923    1037    6171
247    0    0    0    41820    42000    1011    1197    6198
248    0    0    0    41460    42720    8812    10046    6201
249    0    0    0    41520    42660    6461    7633    6202
250    0    0    0    42000    42180    781    976    6203
251    0    0    0    42000    42180    893    1084    6204
252    0    0    0    42000    43140    6592    7762    6276
253    0    0    0    42060    43200    5523    6734    6300
254    0    0    0    42120    43440    8940    10241    6304
255    0    0    0    42720    42840    923    1037    6305
256    0    0    0    42720    42900    1011    1197    6332
257    0    0    0    42360    43620    8812    10046    6337
258    0    0    0    42420    43560    6461    7633    6338
259    0    0    0    42900    43080    781    976    6339
260    0    0    0    42900    43080    893    1084    6340
261    0    0    0    42900    43740    5384    6226    6440
262    0    0    0    42900    44040    6592    7762    6475
263    0    0    0    43020    44340    8940    10241    6500
264    0    0    0    43620    43740    923    1037    6501
265    0    0    0    43620    43800    1011    1197    6528
266    0    0    0    43260    44520    8812    10046    6531
267    0    0    0    43320    44460    6461    7633    6532
268    0    0    0    43800    43980    781    976    6533
269    0    0    0    43800    43980    893    1084    6534
270    0    0    0    43800    44940    6592    7762    6606
271    0    0    0    43860    45000    5523    6734    6630
272    0    0    0    43920    45240    8940    10241    6634
273    0    0    0    44520    44640    923    1037    6635
274    0    0    0    44520    44700    1011    1197    6662
275    0    0    0    44160    45420    8812    10046    6667
276    0    0    0    44220    45360    6461    7633    6668
277    0    0    0    44700    44880    781    976    6669
278    0    0    0    44700    44880    893    1084    6670
279    0    0    0    44700    45540    5384    6226    6770
280    0    0    0    44700    45840    6592    7762    6805
281    0    0    0    44820    46140    8940    10241    6830
282    0    0    0    45420    45540    923    1037    6831
283    0    0    0    45420    45600    1011    1197    6858
284    0    0    0    45060    46320    8812    10046    6861
285    0    0    0    45120    46260    6461    7633    6862
286    0    0    0    45600    45780    781    976    6863
287    0    0    0    45600    45780    893    1084    6864
288    0    0    0    45600    46740    6592    7762    6936
289    0    0    0    45660    46800    5523    6734    6960
290    0    0    0    45720    47040    8940    10241    6964
291    0    0    0    46320    46440    923    1037    6965
292    0    0    0    46320    46500    1011    1197    6992
293    0    0    0    45960    47220    8812    10046    6997
294    0    0    0    46020    47160    6461    7633    6998
295    0    0    0    46500    46680    781    976    6999
296    0    0    0    46500    46680    893    1084    7000
297    0    0    0    46500    47340    5384    6226    7103
298    0    0    0    46500    47640    6592    7762    7141
299    0    0    0    46620    47940    8940    10241    7169
300    0    0    0    47220    47340    923    1037    7170
301    0    0    0    47220    47400    1011    1197    7200
302    0    0    0    46860    48120    8812    10046    7203
303    0    0    0    46920    48060    6461    7633    7204
304    0    0    0    47400    47580    781    976    7205
305    0    0    0    47400    47580    893    1084    7206
306    0    0    0    47400    48540    6592    7762    7287
307    0    0    0    47460    48600    5523    6734    7317
308    0    0    0    47520    48840    8940    10241    7321
309    0    0    0    48120    48240    923    1037    7322
310    0    0    0    48120    48300    1011    1197    7355
311    0    0    0    47760    49020    8812    10046    7360
312    0    0    0    47820    48960    6461    7633    7361
313    0    0    0    48300    48480    781    976    7362
314    0    0    0    48300    48480    893    1084    7363
315    0    0    0    48300    49140    5384    6226    7484
316    0    0    0    48300    49440    6592    7762    7528
317    0    0    0    48420    49740    8940    10241    7562
318    0    0    0    49020    49140    923    1037    7563
319    0    0    0    49020    49200    1011    1197    7602
320    0    0    0    48660    49920    8812    10046    7605
321    0    0    0    48720    49860    6461    7633    7606
322    0    0    0    49200    49380    781    976    7607
323    0    0    0    49200    49380    893    1084    7608
324    0    0    0    49200    50340    6592    7762    7705
325    0    0    0    49440    50100    4559    5207    7706
326    0    0    0    49260    50400    5523    6734    7743
327    0    0    0    49320    50640    8940    10241    7747
328    0    0    0    49920    50040    923    1037    7748
329    0    0    0    49920    50100    1011    1197    7790
330    0    0    0    49560    50820    8812    10046    7832
331    0    0    0    49620    50760    6461    7633    7833
332    0    0    0    50100    50280    781    976    7834
333    0    0    0    50100    50280    893    1084    7835
334    0    0    0    50100    50940    5384    6226    7976
335    0    0    0    50100    51240    6592    7762    8027
336    0    0    0    50340    51000    4559    5207    8028
337    0    0    0    50220    51540    8940    10241    8069
338    0    0    0    50820    50940    923    1037    8070
339    0    0    0    50820    51000    1011    1197    8112
340    0    0    0    50460    51720    8812    10046    8154
341    0    0    0    50520    51660    6461    7633    8155
342    0    0    0    51000    51180    781    976    8156
343    0    0    0    51000    51180    893    1084    8157
344    0    0    0    51000    51600    2708    3354    8255
345    0    0    0    51000    52140    6592    7762    8308
346    0    0    0    51240    51900    4559    5207    8309
347    0    0    0    51060    52200    5523    6734    8349
348    0    0    0    51120    52440    8940    10241    8353
349    0    0    0    51720    51840    923    1037    8354
350    0    0    0    51720    51900    1011    1197    8396
351    0    0    0    51360    52620    8812    10046    8438
352    0    0    0    51420    52560    6461    7633    8439
353    0    0    0    51900    52080    781    976    8440
354    0    0    0    51900    52080    893    1084    8441
355    0    0    0    51900    52500    2708    3354    8545
356    0    0    0    51900    52740    5384    6226    8640
357    0    0    0    52140    52680    2804    3370    8693
358    0    0    0    51900    53040    6592    7762    8742
359    0    0    0    52140    52800    4559    5207    8743
360    0    0    0    52020    53340    8940    10241    8787
361    0    0    0    52620    52740    923    1037    8788
362    0    0    0    52620    52800    1011    1197    8833
363    0    0    0    52260    53520    8812    10046    8875
364    0    0    0    52320    53460    6461    7633    8876
365    0    0    0    52800    52980    781    976    8877
366    0    0    0    52800    52980    893    1084    8878
367    0    0    0    52800    53400    2708    3354    8994
368    0    0    0    53040    53580    2804    3370    9046
369    0    0    0    52800    53940    6592    7762    9098
370    0    0    0    53040    53700    4559    5207    9099
371    0    0    0    52860    54000    5523    6734    9148
372    0    0    0    52920    54240    8940    10241    9152
373    0    0    0    53520    53640    923    1037    9153
374    0    0    0    53520    53700    1011    1197    9204
375    0    0    0    53160    54420    8812    10046    9246
376    0    0    0    53220    54360    6461    7633    9247
377    0    0    0    53700    53880    781    976    9248
378    0    0    0    53700    53880    893    1084    9249
379    0    0    0    53700    54300    2708    3354    9365
380    0    0    0    53700    54540    5384    6226    9464
381    0    0    0    53940    54480    2804    3370    9523
382    0    0    0    53700    54840    6592    7762    9578
383    0    0    0    53940    54600    4559    5207    9579
384    0    0    0    53820    55140    8940    10241    9629
385    0    0    0    54420    54540    923    1037    9630
386    0    0    0    54420    54600    1011    1197    9681
387    0    0    0    54060    55320    8812    10046    9725
388    0    0    0    54120    55260    6461    7633    9726
389    0    0    0    54600    54780    781    976    9727
390    0    0    0    54600    54780    893    1084    9728
391    0    0    0    54600    55200    2708    3354    9844
392    0    0    0    54840    55380    2804    3370    9900
393    0    0    0    54600    55740    6592    7762    9955
394    0    0    0    54840    55500    4559    5207    9956
395    0    0    0    54660    55800    5523    6734    10007
396    0    0    0    54720    56040    8940    10241    10011
397    0    0    0    55320    55440    923    1037    10012
398    0    0    0    55320    55500    1011    1197    10063
399    0    0    0    55200    55740    4513    5014    10066
400    0    0    0    54960    56220    8812    10046    10164
401    0    0    0    55020    56160    6461    7633    10165
402    0    0    0    55500    55680    781    976    10166
403    0    0    0    55500    55680    893    1084    10167
404    0    0    0    55500    56100    2708    3354    10283
405    0    0    0    55500    56340    5384    6226    10386
406    0    0    0    55740    56280    2804    3370    10445
407    0    0    0    55500    56640    6592    7762    10500
408    0    0    0    55740    56400    4559    5207    10501
409    0    0    0    55620    56940    8940    10241    10553
410    0    0    0    56220    56340    923    1037    10554
411    0    0    0    56220    56400    1011    1197    10605
412    0    0    0    56100    56640    4513    5014    10608
413    0    0    0    55860    57120    8812    10046    10706
414    0    0    0    55920    57060    6461    7633    10707
415    0    0    0    56400    56580    781    976    10708
416    0    0    0    56400    56580    893    1084    10709
417    0    0    0    56400    57000    2708    3354    10825
418    0    0    0    56400    57240    5384    6226    10879
419    0    0    0    56640    57180    2804    3370    10936
420    0    0    0    56400    57540    6592    7762    10991
421    0    0    0    56640    57300    4559    5207    10992
422    0    0    0    56460    57600    5523    6734    11043
423    0    0    0    56520    57840    8940    10241    11047
424    0    0    0    57120    57240    923    1037    11048
425    0    0    0    57120    57300    1011    1197    11099
426    0    0    0    57000    57540    4513    5014    11102
427    0    0    0    56760    58020    8812    10046    11200
428    0    0    0    56820    57960    6461    7633    11201
429    0    0    0    57300    57480    781    976    11202
430    0    0    0    57300    57480    893    1084    11203
431    0    0    0    57300    57900    2708    3354    11319
432    0    0    0    57300    58140    5384    6226    11422
433    0    0    0    57540    58080    2804    3370    11481
434    0    0    0    57300    58440    6592    7762    11536
435    0    0    0    57540    58200    4559    5207    11537
436    0    0    0    57420    58740    8940    10241    11589
437    0    0    0    58020    58140    923    1037    11590
438    0    0    0    58020    58200    1011    1197    11641
439    0    0    0    57900    58440    4513    5014    11644
440    0    0    0    57660    58920    8812    10046    11742
441    0    0    0    57720    58860    6461    7633    11743
442    0    0    0    58200    58380    781    976    11744
443    0    0    0    58200    58380    893    1084    11745
444    0    0    0    58200    58800    2708    3354    11861
445    0    0    0    58200    59040    5384    6226    11915
446    0    0    0    58440    58980    2804    3370    11972
447    0    0    0    58200    59340    6592    7762    12027
448    0    0    0    58440    59100    4559    5207    12028
449    0    0    0    58260    59400    5523    6734    12079
450    0    0    0    58320    59640    8940    10241    12083
451    0    0    0    58920    59040    923    1037    12084
452    0    0    0    58920    59100    1011    1197    12135
453    0    0    0    58800    59340    4513    5014    12138
454    0    0    0    58560    59820    8812    10046    12236
455    0    0    0    58620    59760    6461    7633    12237
456    0    0    0    59100    59280    781    976    12238
457    0    0    0    59100    59280    893    1084    12239
458    0    0    0    59100    59700    2708    3354    12349
459    0    0    0    59100    59940    5384    6226    12452
460    0    0    0    59340    59880    2804    3370    12505
461    0    0    0    59100    60240    6592    7762    12560
462    0    0    0    59340    60000    4559    5207    12561
463    0    0    0    59220    60540    8940    10241    12607
464    0    0    0    59820    59940    923    1037    12608
465    0    0    0    59820    60000    1011    1197    12650
466    0    0    0    59700    60240    4513    5014    12653
467    0    0    0    59460    60720    8812    10046    12745
468    0    0    0    59520    60660    6461    7633    12746
469    0    0    0    60000    60180    781    976    12747
470    0    0    0    60000    60180    893    1084    12748
471    0    0    0    60000    60600    2708    3354    12837
472    0    0    0    60000    60840    5384    6226    12885
473    0    0    0    60240    60780    2804    3370    12927
474    0    0    0    60000    61140    6592    7762    12973
475    0    0    0    60240    60900    4559    5207    12974
476    0    0    0    60060    61200    5523    6734    13010
477    0    0    0    60120    61440    8940    10241    13014
478    0    0    0    60720    60840    923    1037    13015
479    0    0    0    60720    60900    1011    1197    13048
480    0    0    0    60600    61140    4513    5014    13051
481    0    0    0    60360    61620    8812    10046    13126
482    0    0    0    60420    61560    6461    7633    13127
483    0    0    0    60900    61080    781    976    13128
484    0    0    0    60900    61080    893    1084    13129
485    0    0    0    60900    61500    2708    3354    13203
486    0    0    0    60900    61740    5384    6226    13286
487    0    0    0    61140    61680    2804    3370    13324
488    0    0    0    60900    62040    6592    7762    13364
489    0    0    0    61140    61800    4559    5207    13365
490    0    0    0    61020    62340    8940    10241    13396
491    0    0    0    61620    61740    923    1037    13397
492    0    0    0    61620    61800    1011    1197    13427
493    0    0    0    61500    62040    4513    5014    13430
494    0    0    0    61260    62520    8812    10046    13499
495    0    0    0    61320    62460    6461    7633    13500
496    0    0    0    61800    61980    781    976    13501
497    0    0    0    61800    61980    893    1084    13502
498    0    0    0    61800    62400    2708    3354    13570
499    0    0    0    61800    62640    5384    6226    13611
500    0    0    0    62040    62580    2804    3370    13644
501    0    0    0    61800    62940    6592    7762    13681
502    0    0    0    61860    63000    5523    6734    13707
503    0    0    0    61920    63240    8940    10241    13711
504    0    0    0    62520    62640    923    1037    13712
505    0    0    0    62520    62700    1011    1197    13739
506    0    0    0    62400    62940    4513    5014    13742
507    0    0    0    62160    63420    8812    10046    13776
508    0    0    0    62220    63360    6461    7633    13777
509    0    0    0    62700    62880    781    976    13778
510    0    0    0    62700    62880    893    1084    13779
511    0    0    0    62700    63540    5384    6226    13881
512    0    0    0    62700    63840    6592    7762    13916
513    0    0    0    62820    64140    8940    10241    13941
514    0    0    0    63420    63540    923    1037    13942
515    0    0    0    63420    63600    1011    1197    13969
516    0    0    0    63060    64320    8812    10046    13974
517    0    0    0    63120    64260    6461    7633    13975
518    0    0    0    63600    63780    781    976    13976
519    0    0    0    63600    63780    893    1084    13977
520    0    0    0    63600    64440    5384    6226    14047
521    0    0    0    63600    64740    6592    7762    14080
522    0    0    0    63660    64800    5523    6734    14104
523    0    0    0    63720    65040    8940    10241    14108
524    0    0    0    64320    64440    923    1037    14109
525    0    0    0    64320    64500    1011    1197    14136
526    0    0    0    63960    65220    8812    10046    14141
527    0    0    0    64020    65160    6461    7633    14142
528    0    0    0    64500    64680    781    976    14143
529    0    0    0    64500    64680    893    1084    14144
530    0    0    0    64500    65340    5384    6226    14244
531    0    0    0    64500    65640    6592    7762    14279
532    0    0    0    64620    65940    8940    10241    14304
533    0    0    0    65220    65340    923    1037    14305
534    0    0    0    65220    65400    1011    1197    14332
535    0    0    0    64860    66120    8812    10046    14335
536    0    0    0    64920    66060    6461    7633    14336
537    0    0    0    65400    65580    781    976    14337
538    0    0    0    65400    65580    893    1084    14338
539    0    0    0    65400    66540    6592    7762    14410
540    0    0    0    65460    66600    5523    6734    14434
541    0    0    0    65520    66840    8940    10241    14438
542    0    0    0    66120    66240    923    1037    14439
543    0    0    0    66120    66300    1011    1197    14466
544    0    0    0    65760    67020    8812    10046    14471
545    0    0    0    65820    66960    6461    7633    14472
546    0    0    0    66300    66480    781    976    14473
547    0    0    0    66300    66480    893    1084    14474
548    0    0    0    66300    67140    5384    6226    14574
549    0    0    0    66300    67440    6592    7762    14609
550    0    0    0    66420    67740    8940    10241    14634
551    0    0    0    67020    67140    923    1037    14635
552    0    0    0    67020    67200    1011    1197    14662
553    0    0    0    66660    67920    8812    10046    14665
554    0    0    0    66720    67860    6461    7633    14666
555    0    0    0    67200    67380    781    976    14667
556    0    0    0    67200    67380    893    1084    14668
557    0    0    0    67200    68340    6592    7762    14740
558    0    0    0    67260    68400    5523    6734    14764
559    0    0    0    67320    68640    8940    10241    14768
560    0    0    0    67920    68040    923    1037    14769
561    0    0    0    67920    68100    1011    1197    14796
562    0    0    0    67560    68820    8812    10046    14801
563    0    0    0    67620    68760    6461    7633    14802
564    0    0    0    68100    68280    781    976    14803
565    0    0    0    68100    68280    893    1084    14804
566    0    0    0    68100    68940    5384    6226    14904
567    0    0    0    68100    69240    6592    7762    14939
568    0    0    0    68220    69540    8940    10241    14964
569    0    0    0    68820    68940    923    1037    14965
570    0    0    0    68820    69000    1011    1197    14992
571    0    0    0    68460    69720    8812    10046    14995
572    0    0    0    68520    69660    6461    7633    14996
573    0    0    0    69000    69180    781    976    14997
574    0    0    0    69000    69180    893    1084    14998
575    0    0    0    69000    70140    6592    7762    15070
576    0    0    0    69060    70200    5523    6734    15094
577    0    0    0    69120    70440    8940    10241    15098
578    0    0    0    69720    69840    923    1037    15099
